Method,Watermark_Status,Subject_ID,MAE_Mean,MAE_Std,RMSE_Mean,RMSE_Std,MAPE_Mean,MAPE_Std,SNR_Mean,SNR_Std,N_Trials
FactorizePhys,WATERMARKED,7,25.5615234375,5.9650055089575,29.44281278643774,17.03642862766191,19.72740781913193,4.673941310149059,-9.680177574929077,0.28818244936390747,6
FactorizePhys,WATERMARKED,8,53.466796875,6.615084731755203,55.868188122779806,27.377155231766366,102.99720345886317,12.283716883925209,-6.741099106176082,0.23594964884086736,6
FactorizePhys,WATERMARKED,9,57.568359375,9.122107896644687,61.75267699458311,32.21016310269633,119.75865465803547,17.96151190318063,-7.645080832671124,0.4489898134169679,6
RhythmFormer,ORIGINAL,1,0.0,0.0,0.0,0.0,0.0,0.0,8.44528187550239,0.5162922767362413,6
RhythmFormer,ORIGINAL,10,0.29296875,0.1691455866766482,0.5074367600299445,0.3855685584821755,0.3309440785225365,0.19354054003246546,6.4224756466711606,1.2131007174300943,6
RhythmFormer,ORIGINAL,2,0.0,0.0,0.0,0.0,0.0,0.0,4.712127291065265,1.1496094318139398,6
RhythmFormer,ORIGINAL,3,1.025390625,0.6686066375795485,1.9322616149813847,1.69742359231417,1.8355718355718356,1.204616929270785,9.060351384933897,0.7775242109507979,6
RhythmFormer,ORIGINAL,4,0.146484375,0.1337213275159097,0.3588119740405046,0.34282431435362054,0.24509803921568626,0.223742874797862,5.218647219761663,0.8452423468837988,6
RhythmFormer,ORIGINAL,5,10.107421875,9.22677159859777,24.758026208794817,23.654877690399815,20.53571428571429,18.746456581278007,1.7847553668040792,1.8768899340612843,6
RhythmFormer,ORIGINAL,6,0.087890625,0.07861176483397697,0.19652941208494246,0.18586604240166166,0.12048192771084339,0.10776231216866457,6.434895867641947,1.344009868518479,5
RhythmFormer,ORIGINAL,7,0.8056640625,0.4904128277978679,1.4464173089451782,1.1926231270686287,0.6370406346122713,0.38640817191453986,1.1501823805208506,1.8518534779237026,6
RhythmFormer,ORIGINAL,8,0.439453125,0.27404717188285704,0.8023279650954582,0.6791282498773978,0.8100697906281157,0.5195163947750081,7.858229719683849,0.4881656295413486,6
RhythmFormer,ORIGINAL,9,0.0,0.0,0.0,0.0,0.0,0.0,6.815787760647862,1.0435217125767444,6
RhythmFormer,WATERMARKED,1,78.7353515625,4.756138850152756,79.59259215682114,27.570924282531653,111.27840676625675,7.82010233412245,-5.839340442744363,0.2663643655075281,6
RhythmFormer,WATERMARKED,10,42.8466796875,8.672165736917913,47.82339084229247,23.732594772487847,53.9553190914561,11.599560473324944,-7.782501923896729,0.8082106110727413,6
RhythmFormer,WATERMARKED,2,69.580078125,4.430597443948971,70.42136347830157,25.294601968718087,96.33542797469751,7.710580706291499,-6.176640661113347,0.38526682324133743,6
RhythmFormer,WATERMARKED,3,82.1044921875,7.419123892613862,84.09166447021353,34.61083395681644,148.10089594169318,14.135703972200705,-7.406041279260752,0.6201995883953824,6
RhythmFormer,WATERMARKED,4,79.4677734375,3.9065170196822563,80.04181573692736,25.054272869225255,119.9653229286353,7.0517392110244845,-7.015542689941264,0.2963889740469517,6
RhythmFormer,WATERMARKED,5,98.73046875,4.905222013622797,99.45889943897582,31.479388928382715,200.14139293857988,10.75436878023972,-8.763556920091176,0.3442313417292468,6
RhythmFormer,WATERMARKED,6,65.654296875,7.376113031741803,67.6943270550479,30.131048879915866,96.81712008136842,9.320722707789008,-6.276143458143373,0.326095090273695,5
RhythmFormer,WATERMARKED,7,18.0908203125,3.2859822617119967,19.80060241823157,11.63475343680923,13.962410315907178,2.6204598965368313,-8.828069714220668,0.2902739439455954,6
RhythmFormer,WATERMARKED,8,94.189453125,10.240644325608292,97.47244665652059,39.88674811579498,185.5546324866501,23.015848710145406,-9.169336685169542,0.3000699032518936,6
RhythmFormer,WATERMARKED,9,81.15234375,8.878129434231997,84.01565324166695,39.29601520022013,169.94614292938675,20.00039161283065,-9.157342538030873,0.49046784467455595,6
